SUMMARY_LEVEL,SUMMARY_LEVEL_2,COUNTRY_CODE,COUNTRY_NAME,COUNTRY_SUBCODE,GENERAL_VALUES_MONTH,GENERAL_VALUES_YEAR,DISTRICT,DISTRICT_NAME,MONTHLY_CONSUMPTION_VALUE,YEARLY_CONSUMPTION_VALUE,COMMODITY_DESCRIPTION,COMMODITY,YEAR,MONTH
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,50167868,143239805,-,TOTAL FOR ALL DISTRICTS,56819630,149945497,Medication (unmeasured doses),3003,2019,04
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,38142186,181381991,-,TOTAL FOR ALL DISTRICTS,52239330,202184827,Medication (unmeasured doses),3003,2019,05
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,38142186,181381991,-,TOTAL FOR ALL DISTRICTS,52239330,202184827,Medication (unmeasured doses),3003,2019,05
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,70865080,252247071,-,TOTAL FOR ALL DISTRICTS,91517441,293702268,Medication (unmeasured doses),3003,2019,06
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,70865080,252247071,-,TOTAL FOR ALL DISTRICTS,91517441,293702268,Medication (unmeasured doses),3003,2019,06
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,36760178,289007249,-,TOTAL FOR ALL DISTRICTS,36589697,330291965,Medication (unmeasured doses),3003,2019,07
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,36760178,289007249,-,TOTAL FOR ALL DISTRICTS,36589697,330291965,Medication (unmeasured doses),3003,2019,07
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,40198619,329205868,-,TOTAL FOR ALL DISTRICTS,40198619,370490584,Medication (unmeasured doses),3003,2019,08
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,40198619,329205868,-,TOTAL FOR ALL DISTRICTS,40198619,370490584,Medication (unmeasured doses),3003,2019,08
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,42226240,371432108,-,TOTAL FOR ALL DISTRICTS,42057290,412547874,Medication (unmeasured doses),3003,2019,09
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,42226240,371432108,-,TOTAL FOR ALL DISTRICTS,42057290,412547874,Medication (unmeasured doses),3003,2019,09
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,33283118,404715226,-,TOTAL FOR ALL DISTRICTS,32283205,444831079,Medication (unmeasured doses),3003,2019,10
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,33283118,404715226,-,TOTAL FOR ALL DISTRICTS,32283205,444831079,Medication (unmeasured doses),3003,2019,10
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,48721954,453437180,-,TOTAL FOR ALL DISTRICTS,69560897,514391976,Medication (unmeasured doses),3003,2019,11
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,48721954,453437180,-,TOTAL FOR ALL DISTRICTS,69560897,514391976,Medication (unmeasured doses),3003,2019,11
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,23275693,476712873,-,TOTAL FOR ALL DISTRICTS,23275693,537667669,Medication (unmeasured doses),3003,2019,12
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,23275693,476712873,-,TOTAL FOR ALL DISTRICTS,23275693,537667669,Medication (unmeasured doses),3003,2019,12
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,5797559000,5797559000,-,TOTAL FOR ALL DISTRICTS,6026080070,6026080070,Medication (measured doses),3004,2019,01
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,5797559000,5797559000,-,TOTAL FOR ALL DISTRICTS,6026080070,6026080070,Medication (measured doses),3004,2019,01
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,5227867517,11025426517,-,TOTAL FOR ALL DISTRICTS,5433606120,11459686190,Medication (measured doses),3004,2019,02
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,5227867517,11025426517,-,TOTAL FOR ALL DISTRICTS,5433606120,11459686190,Medication (measured doses),3004,2019,02
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,5989834519,17015261036,-,TOTAL FOR ALL DISTRICTS,6417156822,17876843012,Medication (measured doses),3004,2019,03
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,5989834519,17015261036,-,TOTAL FOR ALL DISTRICTS,6417156822,17876843012,Medication (measured doses),3004,2019,03
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,7194200329,24209461365,-,TOTAL FOR ALL DISTRICTS,7504890624,25381733636,Medication (measured doses),3004,2019,04
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,7194200329,24209461365,-,TOTAL FOR ALL DISTRICTS,7504890624,25381733636,Medication (measured doses),3004,2019,04
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,7177105344,31386566709,-,TOTAL FOR ALL DISTRICTS,7496212402,32877946038,Medication (measured doses),3004,2019,05
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,7177105344,31386566709,-,TOTAL FOR ALL DISTRICTS,7496212402,32877946038,Medication (measured doses),3004,2019,05
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,6091028703,37477595412,-,TOTAL FOR ALL DISTRICTS,6697283119,39575229157,Medication (measured doses),3004,2019,06
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,6091028703,37477595412,-,TOTAL FOR ALL DISTRICTS,6697283119,39575229157,Medication (measured doses),3004,2019,06
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,7513126574,44990721986,-,TOTAL FOR ALL DISTRICTS,7953321243,47528550400,Medication (measured doses),3004,2019,07
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,7513126574,44990721986,-,TOTAL FOR ALL DISTRICTS,7953321243,47528550400,Medication (measured doses),3004,2019,07
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,6934116878,51924838864,-,TOTAL FOR ALL DISTRICTS,7601089989,55129640389,Medication (measured doses),3004,2019,08
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,6934116878,51924838864,-,TOTAL FOR ALL DISTRICTS,7601089989,55129640389,Medication (measured doses),3004,2019,08
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,6464303526,58389142390,-,TOTAL FOR ALL DISTRICTS,6941793031,62071433420,Medication (measured doses),3004,2019,09
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,6464303526,58389142390,-,TOTAL FOR ALL DISTRICTS,6941793031,62071433420,Medication (measured doses),3004,2019,09
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,6943081933,65332224323,-,TOTAL FOR ALL DISTRICTS,7625631287,69697064707,Medication (measured doses),3004,2019,10
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,6943081933,65332224323,-,TOTAL FOR ALL DISTRICTS,7625631287,69697064707,Medication (measured doses),3004,2019,10
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,6396660019,71728884342,-,TOTAL FOR ALL DISTRICTS,7062011114,76759075821,Medication (measured doses),3004,2019,11
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,6396660019,71728884342,-,TOTAL FOR ALL DISTRICTS,7062011114,76759075821,Medication (measured doses),3004,2019,11
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,6638376557,78367260899,-,TOTAL FOR ALL DISTRICTS,6983303835,83742379656,Medication (measured doses),3004,2019,12
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,6638376557,78367260899,-,TOTAL FOR ALL DISTRICTS,6983303835,83742379656,Medication (measured doses),3004,2019,12
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,108679005,108679005,-,TOTAL FOR ALL DISTRICTS,108780737,108780737,Medically-Treated Bandages,3005,2019,01
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,108679005,108679005,-,TOTAL FOR ALL DISTRICTS,108780737,108780737,Medically-Treated Bandages,3005,2019,01
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,101141912,209820917,-,TOTAL FOR ALL DISTRICTS,101328934,210109671,Medically-Treated Bandages,3005,2019,02
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,N,4786,4786,-,TOTAL FOR ALL DISTRICTS,4786,4786,Medically-Treated Bandages,3005,2019,02
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,101146698,209825703,-,TOTAL FOR ALL DISTRICTS,101333720,210114457,Medically-Treated Bandages,3005,2019,02
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,100109237,309934940,-,TOTAL FOR ALL DISTRICTS,100123628,310238085,Medically-Treated Bandages,3005,2019,03
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,N,0,4786,-,TOTAL FOR ALL DISTRICTS,0,4786,Medically-Treated Bandages,3005,2019,03
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,100109237,309930154,-,TOTAL FOR ALL DISTRICTS,100123628,310233299,Medically-Treated Bandages,3005,2019,03
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,99807252,409742192,-,TOTAL FOR ALL DISTRICTS,100058001,410296086,Medically-Treated Bandages,3005,2019,04
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,99793374,409723528,-,TOTAL FOR ALL DISTRICTS,100044123,410277422,Medically-Treated Bandages,3005,2019,04
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,N,13878,18664,-,TOTAL FOR ALL DISTRICTS,13878,18664,Medically-Treated Bandages,3005,2019,04
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,107814649,517556841,-,TOTAL FOR ALL DISTRICTS,107628208,517924294,Medically-Treated Bandages,3005,2019,05
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,N,0,18664,-,TOTAL FOR ALL DISTRICTS,0,18664,Medically-Treated Bandages,3005,2019,05
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,107814649,517538177,-,TOTAL FOR ALL DISTRICTS,107628208,517905630,Medically-Treated Bandages,3005,2019,05
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,100290141,617846982,-,TOTAL FOR ALL DISTRICTS,100789309,618713603,Medically-Treated Bandages,3005,2019,06
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,100290141,617828318,-,TOTAL FOR ALL DISTRICTS,100789309,618694939,Medically-Treated Bandages,3005,2019,06
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,N,0,18664,-,TOTAL FOR ALL DISTRICTS,0,18664,Medically-Treated Bandages,3005,2019,06
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,114322665,732169647,-,TOTAL FOR ALL DISTRICTS,114284304,732997907,Medically-Treated Bandages,3005,2019,07
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,114322665,732150983,-,TOTAL FOR ALL DISTRICTS,114284304,732979243,Medically-Treated Bandages,3005,2019,07
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,N,0,18664,-,TOTAL FOR ALL DISTRICTS,0,18664,Medically-Treated Bandages,3005,2019,07
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,105171238,837340885,-,TOTAL FOR ALL DISTRICTS,105494685,838492592,Medically-Treated Bandages,3005,2019,08
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,105171238,837322221,-,TOTAL FOR ALL DISTRICTS,105494685,838473928,Medically-Treated Bandages,3005,2019,08
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,N,0,18664,-,TOTAL FOR ALL DISTRICTS,0,18664,Medically-Treated Bandages,3005,2019,08
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,98782950,936123835,-,TOTAL FOR ALL DISTRICTS,99450958,937943550,Medically-Treated Bandages,3005,2019,09
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,98782950,936105171,-,TOTAL FOR ALL DISTRICTS,99450958,937924886,Medically-Treated Bandages,3005,2019,09
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,N,0,18664,-,TOTAL FOR ALL DISTRICTS,0,18664,Medically-Treated Bandages,3005,2019,09
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,104903133,1041008304,-,TOTAL FOR ALL DISTRICTS,105028971,1042953857,Medically-Treated Bandages,3005,2019,10
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,N,0,18664,-,TOTAL FOR ALL DISTRICTS,0,18664,Medically-Treated Bandages,3005,2019,10
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,104903133,1041026968,-,TOTAL FOR ALL DISTRICTS,105028971,1042972521,Medically-Treated Bandages,3005,2019,10
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,103039853,1144048157,-,TOTAL FOR ALL DISTRICTS,103256228,1146210085,Medically-Treated Bandages,3005,2019,11
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,N,0,18664,-,TOTAL FOR ALL DISTRICTS,0,18664,Medically-Treated Bandages,3005,2019,11
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,103039853,1144066821,-,TOTAL FOR ALL DISTRICTS,103256228,1146228749,Medically-Treated Bandages,3005,2019,11
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,108005417,1252072238,-,TOTAL FOR ALL DISTRICTS,108740158,1254968907,Medically-Treated Bandages,3005,2019,12
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,108005417,1252053574,-,TOTAL FOR ALL DISTRICTS,108740158,1254950243,Medically-Treated Bandages,3005,2019,12
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,N,0,18664,-,TOTAL FOR ALL DISTRICTS,0,18664,Medically-Treated Bandages,3005,2019,12
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,418435243,418435243,-,TOTAL FOR ALL DISTRICTS,417983938,417983938,Surgical Equipment,3006,2019,01
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,418294779,418294779,-,TOTAL FOR ALL DISTRICTS,417843474,417843474,Surgical Equipment,3006,2019,01
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,CA,80636,80636,-,TOTAL FOR ALL DISTRICTS,80636,80636,Surgical Equipment,3006,2019,01
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,IL,19900,19900,-,TOTAL FOR ALL DISTRICTS,19900,19900,Surgical Equipment,3006,2019,01
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,MX,39928,39928,-,TOTAL FOR ALL DISTRICTS,39928,39928,Surgical Equipment,3006,2019,01
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,285730089,704024868,-,TOTAL FOR ALL DISTRICTS,285766651,703610125,Surgical Equipment,3006,2019,02
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,CA,200072,280708,-,TOTAL FOR ALL DISTRICTS,200072,280708,Surgical Equipment,3006,2019,02
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,IL,2551,22451,-,TOTAL FOR ALL DISTRICTS,2551,22451,Surgical Equipment,3006,2019,02
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,MX,112636,152564,-,TOTAL FOR ALL DISTRICTS,112636,152564,Surgical Equipment,3006,2019,02
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,286045348,704480591,-,TOTAL FOR ALL DISTRICTS,286081910,704065848,Surgical Equipment,3006,2019,02
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,334259560,1038740151,-,TOTAL FOR ALL DISTRICTS,334289345,1038355193,Surgical Equipment,3006,2019,03
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,333849940,1037874808,-,TOTAL FOR ALL DISTRICTS,333879725,1037489850,Surgical Equipment,3006,2019,03
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,CA,125406,406114,-,TOTAL FOR ALL DISTRICTS,125406,406114,Surgical Equipment,3006,2019,03
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,IL,97090,119541,-,TOTAL FOR ALL DISTRICTS,97090,119541,Surgical Equipment,3006,2019,03
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,MX,187124,339688,-,TOTAL FOR ALL DISTRICTS,187124,339688,Surgical Equipment,3006,2019,03
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,361655974,1400396125,-,TOTAL FOR ALL DISTRICTS,362137082,1400492275,Surgical Equipment,3006,2019,04
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,MX,255581,595269,-,TOTAL FOR ALL DISTRICTS,255581,595269,Surgical Equipment,3006,2019,04
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,361282508,1399157316,-,TOTAL FOR ALL DISTRICTS,361763616,1399253466,Surgical Equipment,3006,2019,04
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,CA,67533,473647,-,TOTAL FOR ALL DISTRICTS,67533,473647,Surgical Equipment,3006,2019,04
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,IL,50352,169893,-,TOTAL FOR ALL DISTRICTS,50352,169893,Surgical Equipment,3006,2019,04
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,290725150,1691121275,-,TOTAL FOR ALL DISTRICTS,290795279,1691287554,Surgical Equipment,3006,2019,05
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,290316472,1689473788,-,TOTAL FOR ALL DISTRICTS,290386601,1689640067,Surgical Equipment,3006,2019,05
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,CA,154486,628133,-,TOTAL FOR ALL DISTRICTS,154486,628133,Surgical Equipment,3006,2019,05
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,IL,38441,208334,-,TOTAL FOR ALL DISTRICTS,38441,208334,Surgical Equipment,3006,2019,05
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,MX,215751,811020,-,TOTAL FOR ALL DISTRICTS,215751,811020,Surgical Equipment,3006,2019,05
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,381592307,2071066095,-,TOTAL FOR ALL DISTRICTS,382807690,2072447757,Surgical Equipment,3006,2019,06
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,CA,77040,705173,-,TOTAL FOR ALL DISTRICTS,77040,705173,Surgical Equipment,3006,2019,06
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,IL,0,208334,-,TOTAL FOR ALL DISTRICTS,0,208334,Surgical Equipment,3006,2019,06
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,MX,380402,1191422,-,TOTAL FOR ALL DISTRICTS,380402,1191422,Surgical Equipment,3006,2019,06
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,382049749,2073171024,-,TOTAL FOR ALL DISTRICTS,383265132,2074552686,Surgical Equipment,3006,2019,06
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,424207159,2497378183,-,TOTAL FOR ALL DISTRICTS,428249758,2502802444,Surgical Equipment,3006,2019,07
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,MX,332470,1523892,-,TOTAL FOR ALL DISTRICTS,332470,1523892,Surgical Equipment,3006,2019,07
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,423708656,2494774751,-,TOTAL FOR ALL DISTRICTS,427751255,2500199012,Surgical Equipment,3006,2019,07
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,CA,104733,809906,-,TOTAL FOR ALL DISTRICTS,104733,809906,Surgical Equipment,3006,2019,07
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,IL,61300,269634,-,TOTAL FOR ALL DISTRICTS,61300,269634,Surgical Equipment,3006,2019,07
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,313380289,2810758472,-,TOTAL FOR ALL DISTRICTS,313484599,2816287043,Surgical Equipment,3006,2019,08
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,MX,357547,1881439,-,TOTAL FOR ALL DISTRICTS,357547,1881439,Surgical Equipment,3006,2019,08
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,312836826,2807611577,-,TOTAL FOR ALL DISTRICTS,312941136,2813140148,Surgical Equipment,3006,2019,08
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,CA,133817,943723,-,TOTAL FOR ALL DISTRICTS,133817,943723,Surgical Equipment,3006,2019,08
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,IL,52099,321733,-,TOTAL FOR ALL DISTRICTS,52099,321733,Surgical Equipment,3006,2019,08
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,305448729,3113060306,-,TOTAL FOR ALL DISTRICTS,305782959,3118923107,Surgical Equipment,3006,2019,09
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,CA,91701,1035424,-,TOTAL FOR ALL DISTRICTS,91701,1035424,Surgical Equipment,3006,2019,09
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,IL,21691,343424,-,TOTAL FOR ALL DISTRICTS,21691,343424,Surgical Equipment,3006,2019,09
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,MX,324416,2205855,-,TOTAL FOR ALL DISTRICTS,324416,2205855,Surgical Equipment,3006,2019,09
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,305886537,3116645009,-,TOTAL FOR ALL DISTRICTS,306220767,3122507810,Surgical Equipment,3006,2019,09
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,439569752,3552630058,-,TOTAL FOR ALL DISTRICTS,439591471,3558514578,Surgical Equipment,3006,2019,10
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,CA,170448,1205872,-,TOTAL FOR ALL DISTRICTS,170448,1205872,Surgical Equipment,3006,2019,10
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,IL,11884,355308,-,TOTAL FOR ALL DISTRICTS,11884,355308,Surgical Equipment,3006,2019,10
